Feature ID,Domain,Super_Groups,Super_Kingdom,Kingdom,Phylum,Class,Family,Genus,species
461dae0fe4471ba38936ff19780d5af7,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Unassigned,Unassigned
815c981094fb666dc94eef63a4ec5c54,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
b5e89b57dd02c71dbe0213023f37a16f,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Gonostomum,Unassigned
12feb9ff87a52c34360c67c8be417db0,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f6fefbc25485f78b4f887190f2a1c2e3,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Unassigned
95e5959aaadff10d3c862cbb2741562b,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Unassigned,Unassigned,Unassigned,Unassigned
02ebe8409b41791fe8e1e617d50aa229,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
5f5e6da4d208b61a502a0e84c6d9754b,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
5d071f497a6092f35badf1fe7fd9699d,Eukaryota,Excavata,Discoba,Euglenozoa,Kinetoplastea,Trypanosomatida,Trypanosomatidae,Unassigned,Unassigned
8bce1cc80c71881fe5ae1104e6d87b5f,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Unassigned,Unassigned,Unassigned,Unassigned
7e62eace72296f6d51a7732c7b7a6405,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Unassigned,Unassigned,Unassigned
3e707ef9a292a58b83999d8b5fe2e3b1,Eukaryota,Archaeplastida,Rhodophyta,Rhodophyta_X,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidioschyzon,Cyanidioschyzon_sp.
d8a677332cbe30f1b8cd09223ae6dfe0,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
d0bf9b1cb8da77a006436d2b709948ba,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
0c659d74bb4996e09d25c6ad1142d792,Eukaryota,Amoebozoa,Discosea,Discosea_X,Flabellinia,Vannellida,Vannellidae,Vannella,Vannella_fimicola
467c5c4b81cf004b043d130c25c68889,Eukaryota,TSAR,Alveolata,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
d1d234ed65b43ff80a64bc9674b3c7b2,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Unassigned,Unassigned
d565334f2d9deec0e93efd8ec0c4b125,Eukaryota,TSAR,Stramenopiles,Gyrista,Xanthophyceae,Xanthophyceae_X,Xanthophyceae_XX,Xanthophyceae_XXX,Xanthophyceae_XXX_sp.
15f1b44db4e60a65bd9ca9965a133541,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Unassigned,Unassigned,Unassigned
1486b1718d91ca065aa97ffb4c7fabf5,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Ulvophyceae,Ulotrichales,Ulotrichales_X,Protoderma,Protoderma_sarcinoidea
d9f27f2d848f4a3cbecd803c8ddeba16,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
10823910962f4d23c03b306bc8fb5403,Eukaryota,TSAR,Stramenopiles,Gyrista,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
183a951b679bb91dba01fd713b639e9b,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Tetramitia_V,Vahlkampfiidae_V,Vahlkampfia,Vahlkampfia_avara
856ccf0653cb67631e1b7031f398d303,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,Unassigned,Unassigned,Unassigned
3d4e5bc4e64133f5d067644ec764e15e,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
6dc8e1283a1df0c64977a4298a01b858,Eukaryota,Excavata,Discoba,Euglenozoa,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
86c0190a5be431dcc90f97cfdb3c2e0f,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
05c93c688e8abd0240f2a8c47ad916b6,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
01cb4ef56a45641e72e6c91b81f6bdb3,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
3ecc492a1b4b2c13e601a283ef9953ac,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
d5b938ad772216bf5c7b7d77320c57e7,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenaceae,Colacium,Colacium_sp.
7429f30f764dc0ea3db65e6b8788d135,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Euglenophyceae,Euglenaceae,Colacium,Colacium_sp.
a4e667cbff69aa255fb025b8a8bdfbdf,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
42968993f50c26b1b5a59f1f73eae465,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1ebb379f28eb8c8c12d7ecbda543b1cb,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
47f0a8d421f89af0f9bfb92625323aa0,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
704e2c55fdce7e3b8c7cb97a5ce12f6b,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
44ace7b4a732d607e7c36310a8512f12,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
45b42393be247810632580014ae1d543,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
8d3e0064e94e059c809855319c22c5b4,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1f6f750981efeb19adc1839b82c2e8de,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Stephanoascales,Blastobotrys,Blastobotrys_muscicola
d4c3940726eab8dbc84a88379697af5b,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pinus,Pinus_taeda
71cb88c91dbb28a1add01858fdac8f31,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Unassigned,Unassigned,Unassigned,Unassigned
70b10bbb9d9d7870916d7594b1d54e1f,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
df99e1f6d1ef82ed31556134172eac3b,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Naviculales,Unassigned,Unassigned,Unassigned
eb24a8b7af618adfbfd713eda02701fe,Eukaryota,Amoebozoa,Evosea,Eumycetozoa,Myxogastria_Fuscisporidia,Unassigned,Unassigned,Unassigned,Unassigned
43109145197251293dce8743ea42086d,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Crossodonthina,Crossodonthina_koreana
915d23fc006b1a8a75c4fe29427adb22,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Wallemiomycetes,Wallemiales,Wallemia,Wallemia_ichthyophaga
fc6522aa06c07c01f1c2cc8145e99b2e,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Unassigned,Unassigned
e91063a2424638bdd74c5a0690af2582,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
de5187421f94e60f9bd440b9e3f327f3,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Ceriodaphnia,Ceriodaphnia_dubia
1b32a36b82d4b673a83b791a3086daa4,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Stylocephalidae,Stylocephalus,Stylocephalus_giganteus
8f32588ff302daf544a53a357cd0a52c,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Unassigned,Unassigned,Unassigned,Unassigned
1dd8439b80f8ac128332d5a466bbd0eb,Eukaryota,Amoebozoa,Discosea,Discosea_X,Flabellinia,Vannellida,Vannellidae,Vannella,Vannella_miroides
7255a08051836ee7089e485da40b063e,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f392b890983a11849527ca5e5159e857,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Cyclidium_3,Cyclidium_varibonneti
7a5cfcd24a88a0f615c82d87042f0c44,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
7ea7cd8d01ac43b4e6ddb6a82d98549f,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
2a23154663ca09c5ac1c0c137f5ac59a,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
3d46a4290c513575d89665923eaa7348,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Unassigned,Unassigned,Unassigned,Unassigned
869ef75542002511d8eff7dfc915bb5b,Eukaryota,Amoebozoa,Discosea,Discosea_X,Flabellinia,Dactylopodida,Paramoebidae,Korotnevella,Korotnevella_stella
c45251bd8817bd3f8aab475baf2894b4,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,Spizellomycetaceae,Unassigned,Unassigned
2b44a192c3aa1c12e0d8a95fe6dd7e39,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Unassigned,Unassigned,Unassigned
5a2663a2b591c1c99e20c629c413e3a0,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
9afa61854b7af36eca1a93d9572260c5,Eukaryota,Obazoa,Opisthokonta,Fungi,Mucoromycota,Unassigned,Unassigned,Unassigned,Unassigned
51e92680b824fcd3249199ba17cb3c2d,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
7bf051db9ec0984af28319a4d7c15dbe,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
4a2d54de0798bbb37e029f6beb4fb00f,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Unassigned,Unassigned
238dcd952891f85f0fb38202f19fa85b,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Unassigned,Unassigned
81ec536e04362e472d4dc7a80e755b37,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Unassigned,Unassigned
ecc54d0df31bb8c0c41c436354694ecd,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
a3c305f9cf6857a21b77e64e1269b2ef,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
2951d100422a48132002c870a7b0ff2d,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Pterocystida,Pterista,Pterocystidae,Chlamydaster,Chlamydaster_sterni
bb2d43fdd5017e153fe5afcf4e09bd5c,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
82b0748c248eb4d6adfea40b618d3725,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Tetramitia_VI,Tetramitia_VI_X,Paravahlkampfia,Paravahlkampfia_ustiana
37356d73423604335e0911248f241adb,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
b7532e91e6123cd928f83841f89e3910,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
504ed449094a1e50dd347bd1a401e575,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Leptosphaeria,Leptosphaeria_maculans
4f59bc2052349c7fb8c0b5b520bcae2f,Eukaryota,TSAR,Alveolata,Ciliophora,Colpodea,Colpodea_X,Unassigned,Unassigned,Unassigned
56c2f679f02a2f8982c7f7e903ff1202,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1408a0f72a2f2a7bd0cd1414a0305207,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Phytophthora,Unassigned
bee702887e6fe85c8b7a732050870e8f,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Unassigned,Unassigned,Unassigned,Unassigned
391de0ed69b0df4173c5ae652585da1a,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Venturia,Venturia_inaequalis
5063a553f32b89efb16bbb5140d24fc1,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Gregarinidae,Leidyana2,Unassigned
23d5932f58023bb233da3bb1053ead56,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Peritrichia_2,Sessilida,Unassigned,Unassigned
83fbd253fa318a6dcbc34028e6ff04a2,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Fractovitellida,Soliformoviidae,Soliformovum,Soliformovum_irregulare
5df57d3bc295c2b98d5bb479ad02066b,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
bfdb4b36797d7e801f7f936c92721b64,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
02163bf2965a543f8fd2cf3e97a11e6f,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
a728b24cdf1ce15e7f5f92b11bf3e684,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Fractovitellida,Soliformoviidae,Soliformovum,Soliformovum_expulsum
6154fedc8e88100a89e3dc68defbec28,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinema,Trinema_enchelys
0447f89b42a2d46e12581be3816699f0,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
b4e943cd9fa8cc682b58c82458d96a0e,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
43e1367bc4dadef5324ae4146afed628,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Unassigned,Unassigned,Unassigned,Unassigned
c897805c2ee885b2b031c6d10acabd4a,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
c6025a0d17a1c14d4ea5dbdd19007f30,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiales_sp.
222bc12ee67d5dd56ac275a9bdef2bf8,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ffc2f3553e3412ceac25f4a68b52320d,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Vernalophrys,Vernalophrys_algivore
4f0584dd658f0650ddecc0e23b92fcf6,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
dc76c65d461323ce652e4fe7f30e8f6b,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,Leptophryidae_X,Leptophryidae_X_sp.
00c7c55d86cb195375fc3466b900a257,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
5e2352ece27f2c1e24efc23c67f524d7,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
57632bdbf6fd19bcd0e59766e9ede44d,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f42e13e652785c483ed3e787a55a95c9,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
7e574aae68d3d14df318725b848268bf,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
3fff83a961503d9b3ab9a09232d60f04,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
34991b8134b043c6f952d9d9a9e8f81d,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
4030f33fb70d2369b86863601cd72fdd,Eukaryota,Obazoa,Opisthokonta,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
b94d0b069f4a631a9af277c8d0ae8c94,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
2fe62b68f58b8a81e34dea95b8b325b9,Eukaryota,Amoebozoa,Discosea,Discosea_X,Flabellinia,Vannellida,Vannellidae,Vannella,Vannella_fimicola
00b593880aa0761fbb0be861bb0a34b9,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,Unassigned,Unassigned
1edc561059f25e349529a10b35548587,Eukaryota,Excavata,Discoba,Euglenozoa,Euglenida,Petalomonadida,Scytomonadidae,Petalomonas,Petalomonas_sphagnophila
6fcf1ec84a19ccfda17decb7ec74d7a1,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
743453b175fc191afcaee97898af450c,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Unassigned,Unassigned
41f9423edd674d5bd50df4446ea84fd8,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Quambalaria,Unassigned
b1b40f350d68ef0cf1e5db2a2621201c,Eukaryota,TSAR,Alveolata,Apicomplexa,Coccidiomorphea,Unassigned,Unassigned,Unassigned,Unassigned
bb47d03ecc16861b2026bb5cb24d89be,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ec20e35e715957c2e15406c1bc2bdee4,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
ea7d1cb4858bad074bf10f2d0afcaf98,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
c4571951c3633f8f447d547a02bbe9cc,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Unassigned,Unassigned
b469dd61b00951a7f73df494e416dfce,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Filosa-Sarcomonadea_X,Filosa-Sarcomonadea_XX,Filosa-Sarcomonadea_XXX,Filosa-Sarcomonadea_XXX_sp.
45ecc1b61bde04edd2c7a0dc5d1a3b89,Eukaryota,TSAR,Alveolata,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
6153691b99e97b91dcd93b21ecbf4e4a,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Unassigned,Unassigned
42937afef7026b2d5e916d0d6e9827a4,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
a0db458f2ad657981a4578871ef9b165,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
c70057b67680ec22e5f30e0dc859f03a,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
bfce5dcc2d8ae1dddc90c847f0cf01c1,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
22179bb9c709bbb9e484e2ef6f074c94,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
fe63462731f58595e97df83f13cfb46d,Eukaryota,Amoebozoa,Discosea,Discosea_X,Flabellinia,Vannellida,Vannellidae,Vannella,Vannella_miroides
f67f4b13b169c89ca548d6a5a0ad6a26,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Unassigned,Unassigned
79b6300d74ac6cf3be24a83e4d08e70c,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Unassigned,Unassigned
da86c88981de91db169df71d64539a8c,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Unassigned,Unassigned,Unassigned
c8b49251944b03d3f6fd3957d88978fc,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
9ff1adf11d28bd10811d4298217b0a96,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
b607bf0e8cd026099b835b1de18c6f0e,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Unassigned,Unassigned,Unassigned
78c76aa372813f938c921bb61eb203d2,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Puccinia,Puccinia_striiformis
0b547989c78c65b859de0c4e9906f03b,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
e0ebeadd45a8303744c05fba8c1d502c,Eukaryota,TSAR,Stramenopiles,Gyrista,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
e15775dc9cc5cde1f9483f5c9e66cb4b,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
61a8d66059f19ddfb864a62d6398a903,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
08642c21a4120f92d9b9033610b261fb,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Insecta,Riptortus,Riptortus_pedestris
b6509704df82f75257a0d4fb8f7b6b59,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
afcc75925edb422995d9ee5ceb3c704e,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
10a32898643fa44c54e11a73af939eb5,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Unassigned,Unassigned,Unassigned
6a9b7be6afd30f5e2efd2112e15381bc,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Filosa-Sarcomonadea_X,Filosa-Sarcomonadea_XX,Filosa-Sarcomonadea_XXX,Filosa-Sarcomonadea_XXX_sp.
6f3233b505c7ede32a168ffacefcbfbe,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Tetramitia_VI,Tetramitia_VI_X,Paravahlkampfia,Paravahlkampfia_ustiana
18c1ef882b72b697d239d3a8afb3ec75,Eukaryota,Obazoa,Opisthokonta,Fungi,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
dabb7b958c19971bc908e2e4a44f3043,Eukaryota,Obazoa,Opisthokonta,Metazoa,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
941094245e088ee354ad5e9783972917,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Unassigned,Unassigned
f18e350c46081168456ccc3d89b8a4b0,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Unassigned,Unassigned,Unassigned
e5220e8ffcb6c4302ea8b0dd12c7ecdd,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
45fe8497f7e19a442df6c4f44a5df81c,Eukaryota,Excavata,Discoba,Discoba_X,Heterolobosea,Tetramitia_V,Vahlkampfiidae_V,Unassigned,Unassigned
57f73dc16e91030c086d88152be930cc,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
d5825842570e29fc565aa10bc9be7709,Eukaryota,Amoebozoa,Discosea,Discosea_X,Flabellinia,Thecamoebida,Thecamoebidae,Stenamoeba,Stenamoeba_sp.
0dcc7809ed1afefb82ed3b86df21ee3f,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
2812e577cd93b5952b109431b4be3c03,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f911a0090c40583029bf87a0b0f92d85,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
8bfa53eac96f9c94a181247ded7468e5,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
483f0ff9963aced3c9704e8aea51ed2f,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
d42ee85bf9bfb503e9df67854ae940d0,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C2,Unassigned,Unassigned
1abe358daabdf56ac8ffa97ba87204fb,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
8de1a30b458c4e4068df72a93b0fecf2,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
f96c3463226c7892bad5ddb0801666cc,Eukaryota,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
e60337ea2b7711dba3da966a83b3f26d,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Saccharomycotina,Saccharomycetales,Candida,Candida_agrestis
ce4d3ebdc46a477469759d9b76c851fa,Eukaryota,TSAR,Alveolata,Ciliophora,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
0d62191fe542348cb47b254e578731ef,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Amphifilaceae,Unassigned,Unassigned
f13bd36780dde70ff8fe8b41b0947198,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
